43, gojtp, https://github.com/ankur-anand/gojtp, "A high-performance, zero allocation, dynamic JSON Threat  Protection in  pure Go (golang)", "go,golang,high-performance,josnthreatprotection,json-threat-protection", 2021-10-11 16:03:13 +0000 UTC
30, iocgo, https://github.com/studyzy/iocgo, "A lightweight  Inversion of Control (IoC) (Dependency Injection) container for Golang", "dependency-injection,go,golang,inversion-of-control,ioc,ioc-container", 2021-10-09 06:30:56 +0000 UTC
25, avbypass, https://github.com/Shu1L/avbypass, "简单go加载器实现免杀360 火绒", "", 2021-10-10 11:51:18 +0000 UTC
19, go-in-3-weeks, https://github.com/jboursiquot/go-in-3-weeks, "", "", 2021-10-11 23:06:13 +0000 UTC
18, tailscale-systray, https://github.com/mattn/tailscale-systray, "Linux port of tailscale system tray menu.", "linux,tailscale", 2021-10-12 16:10:00 +0000 UTC
17, goic, https://github.com/adhocore/goic, "Golang OpenID Connect Client", "adhocore,claims,go-oidc,golang,google-authentication,hacktoberfest,hacktoberfest2021,jwt,login-with-google,login-with-microsoft,login-with-yahoo,oauth2,oidc,oidc-client,openid,openid-client,openid-connect", 2021-10-11 08:55:25 +0000 UTC
14, shortcut, https://github.com/dhamith93/shortcut, "A simple way to share files and clipboard  within a local network.", "clipboard-share,file-share,go,golang,local-sharing", 2021-10-10 07:53:51 +0000 UTC
14, go-netflow, https://github.com/rfyiamcool/go-netflow, "go netflow, capture process in/out traffic, similar to c Nethogs.", "nethogs,pcap", 2021-10-13 08:30:30 +0000 UTC
13, go-clean-architecture, https://github.com/restuwahyu13/go-clean-architecture, "Example go clean architecture folder pattern", "clean-architecture,folder-structure,golang,google-api", 2021-10-11 19:07:06 +0000 UTC
12, keygen-go, https://github.com/keygen-sh/keygen-go, "Keygen SDK for Go. Integrate license activation and automatic updates for Go binaries.", "auto-updater,license-keys,licensing,software-distribution,software-licensing", 2021-10-11 13:25:01 +0000 UTC
12, Lazytainer, https://github.com/vmorganp/Lazytainer, "Docker container lazy loading ", "docker,docker-compose,docker-container,dockerfile,lazy,lazy-loading,lazyload,networking,self-hosted", 2021-10-13 04:08:32 +0000 UTC
11, entimport, https://github.com/ariga/entimport, "A tool for generating Ent schema from SQL schema", "", 2021-10-11 15:23:11 +0000 UTC
